Reviewer id,Submission number,Bid
19,13,no
19,14,no
19,20,no
19,21,no
19,23,no
19,25,no
19,26,no
19,27,no
19,28,no
19,29,no
19,30,no
19,32,no
19,33,no
19,34,no
19,35,no
19,36,no
19,38,no
19,39,no
19,40,no
19,41,no
19,43,no
19,45,no
19,46,no
19,47,no
19,48,no
19,50,no
15,9,yes
15,12,yes
15,13,yes
15,22,yes
15,23,yes
15,24,yes
15,34,yes
15,37,yes
15,51,yes
15,1,no
15,2,no
15,3,no
15,4,no
15,5,no
15,6,no
15,7,no
15,8,no
15,10,no
15,11,no
15,14,no
15,15,no
15,16,no
15,17,no
15,19,no
15,20,no
15,21,no
15,25,no
15,26,no
15,27,no
15,28,no
15,29,no
15,30,no
15,31,no
15,32,no
15,33,no
15,35,no
15,36,no
15,38,no
15,39,no
15,40,no
15,41,no
15,42,no
15,43,no
15,44,no
15,45,no
15,46,no
15,48,no
15,49,no
15,50,no
17,2,yes
17,3,yes
17,7,yes
17,13,yes
17,18,yes
17,32,yes
17,35,yes
17,47,yes
17,16,maybe
17,17,maybe
17,19,maybe
17,27,maybe
17,29,maybe
17,30,maybe
17,34,maybe
17,37,maybe
17,38,maybe
17,41,maybe
17,43,maybe
17,0,no
17,1,no
17,4,no
17,5,no
17,8,no
17,11,no
17,12,no
17,14,no
17,15,no
17,20,no
17,21,no
17,22,no
17,23,no
17,25,no
17,26,no
17,28,no
17,31,no
17,33,no
17,36,no
17,39,no
17,40,no
17,42,no
17,44,no
17,45,no
17,46,no
17,48,no
17,49,no
17,50,no
17,51,no
11,3,yes
11,4,yes
11,9,yes
11,11,yes
11,13,yes
11,25,yes
11,5,maybe
11,34,maybe
11,0,no
11,1,no
11,2,no
11,6,no
11,7,no
11,8,no
11,10,no
11,12,no
11,14,no
11,15,no
11,16,no
11,17,no
11,18,no
11,19,no
11,20,no
11,21,no
11,22,no
11,23,no
11,24,no
11,26,no
11,27,no
11,28,no
11,29,no
11,30,no
11,31,no
11,32,no
11,33,no
11,35,no
11,36,no
11,37,no
11,38,no
11,39,no
11,40,no
11,41,no
11,43,no
11,44,no
11,45,no
11,46,no
11,48,no
11,50,no
11,51,no
9,0,yes
9,13,yes
9,14,yes
9,17,yes
9,24,yes
9,28,yes
9,29,yes
9,32,yes
9,36,yes
9,37,yes
9,40,yes
9,44,yes
9,46,yes
9,49,yes
9,26,maybe
9,33,maybe
9,1,no
9,2,no
9,3,no
9,4,no
9,5,no
9,6,no
9,7,no
9,8,no
9,9,no
9,10,no
9,11,no
9,12,no
9,15,no
9,16,no
9,18,no
9,19,no
9,20,no
9,21,no
9,22,no
9,23,no
9,25,no
9,27,no
9,30,no
9,31,no
9,34,no
9,35,no
9,38,no
9,39,no
9,41,no
9,42,no
9,43,no
9,45,no
9,47,no
9,48,no
9,50,no
9,51,no
5,0,yes
5,8,yes
5,9,yes
5,17,yes
5,24,yes
5,37,yes
5,48,yes
5,2,maybe
5,3,maybe
5,4,maybe
5,19,maybe
5,22,maybe
5,28,maybe
5,34,maybe
5,39,maybe
5,49,maybe
5,1,no
5,5,no
5,6,no
5,7,no
5,10,no
5,11,no
5,12,no
5,13,no
5,14,no
5,15,no
5,16,no
5,18,no
5,20,no
5,21,no
5,23,no
5,25,no
5,26,no
5,27,no
5,29,no
5,30,no
5,31,no
5,32,no
5,33,no
5,35,no
5,36,no
5,38,no
5,40,no
5,41,no
5,42,no
5,43,no
5,44,no
5,45,no
5,46,no
5,47,no
5,50,no
5,51,no
1,0,yes
1,3,yes
1,9,yes
1,11,yes
1,18,yes
1,22,yes
1,28,yes
1,40,yes
1,2,maybe
1,10,maybe
1,17,maybe
1,29,maybe
1,36,maybe
1,1,no
1,4,no
1,5,no
1,6,no
1,7,no
1,8,no
1,12,no
1,13,no
1,14,no
1,15,no
1,16,no
1,19,no
1,20,no
1,21,no
1,23,no
1,24,no
1,25,no
1,26,no
1,27,no
1,30,no
1,31,no
1,32,no
1,33,no
1,35,no
1,37,no
1,38,no
1,39,no
1,41,no
1,42,no
1,43,no
1,44,no
1,45,no
1,46,no
1,47,no
1,48,no
1,49,no
1,50,no
1,51,no
8,9,yes
8,33,yes
8,34,yes
8,37,yes
8,38,yes
8,43,yes
8,47,yes
8,22,maybe
8,23,maybe
8,24,maybe
8,25,maybe
8,31,maybe
8,35,maybe
8,40,maybe
8,42,maybe
8,49,maybe
8,50,maybe
8,51,maybe
8,0,no
8,1,no
8,2,no
8,3,no
8,4,no
8,5,no
8,6,no
8,7,no
8,8,no
8,10,no
8,11,no
8,12,no
8,14,no
8,15,no
8,18,no
8,19,no
8,20,no
8,21,no
8,26,no
8,27,no
8,28,no
8,29,no
8,30,no
8,36,no
8,39,no
8,41,no
8,44,no
8,45,no
8,46,no
8,48,no
22,4,yes
22,5,yes
22,16,yes
22,32,yes
22,39,yes
22,45,yes
22,9,maybe
22,10,maybe
22,13,maybe
22,20,maybe
22,33,maybe
22,34,maybe
22,42,maybe
22,0,no
22,1,no
22,2,no
22,3,no
22,6,no
22,7,no
22,8,no
22,11,no
22,12,no
22,14,no
22,15,no
22,17,no
22,18,no
22,19,no
22,21,no
22,22,no
22,23,no
22,24,no
22,25,no
22,26,no
22,27,no
22,28,no
22,29,no
22,30,no
22,31,no
22,35,no
22,36,no
22,37,no
22,38,no
22,40,no
22,41,no
22,43,no
22,44,no
22,46,no
22,47,no
22,48,no
22,49,no
22,50,no
22,51,no
18,0,yes
18,4,yes
18,12,yes
18,15,yes
18,18,yes
18,23,yes
18,33,yes
18,45,yes
18,48,yes
18,51,yes
18,1,no
18,2,no
18,3,no
18,5,no
18,6,no
18,7,no
18,8,no
18,10,no
18,11,no
18,13,no
18,14,no
18,16,no
18,17,no
18,19,no
18,20,no
18,21,no
18,22,no
18,25,no
18,26,no
18,27,no
18,28,no
18,29,no
18,30,no
18,31,no
18,32,no
18,34,no
18,35,no
18,36,no
18,37,no
18,38,no
18,39,no
18,40,no
18,41,no
18,42,no
18,43,no
18,44,no
18,46,no
18,47,no
18,49,no
18,50,no
6,18,yes
6,19,yes
6,28,yes
6,30,yes
6,47,yes
6,49,yes
6,0,maybe
6,2,maybe
6,3,maybe
6,4,maybe
6,9,maybe
6,17,maybe
6,21,maybe
6,24,maybe
6,29,maybe
6,31,maybe
6,42,maybe
6,51,maybe
6,1,no
6,5,no
6,7,no
6,8,no
6,11,no
6,12,no
6,13,no
6,14,no
6,15,no
6,16,no
6,20,no
6,22,no
6,23,no
6,25,no
6,26,no
6,27,no
6,32,no
6,33,no
6,34,no
6,36,no
6,39,no
6,40,no
6,41,no
6,44,no
6,45,no
6,48,no
6,50,no
20,6,yes
20,9,yes
20,13,yes
20,17,yes
20,24,yes
20,26,yes
20,30,yes
20,32,yes
20,34,yes
20,36,yes
20,37,yes
20,45,yes
20,47,yes
20,0,no
20,1,no
20,2,no
20,3,no
20,4,no
20,5,no
20,7,no
20,8,no
20,10,no
20,11,no
20,12,no
20,15,no
20,18,no
20,19,no
20,20,no
20,21,no
20,22,no
20,23,no
20,25,no
20,31,no
20,33,no
20,35,no
20,38,no
20,39,no
20,40,no
20,41,no
20,42,no
20,43,no
20,44,no
20,46,no
20,48,no
20,49,no
20,50,no
20,51,no
2,2,yes
2,12,yes
2,15,yes
2,7,maybe
2,14,maybe
2,37,maybe
2,46,maybe
2,49,maybe
2,51,maybe
2,0,no
2,1,no
2,3,no
2,4,no
2,5,no
2,6,no
2,8,no
2,9,no
2,10,no
2,11,no
2,18,no
2,19,no
2,20,no
2,22,no
2,23,no
2,24,no
2,25,no
2,26,no
2,27,no
2,28,no
2,29,no
2,30,no
2,31,no
2,33,no
2,34,no
2,35,no
2,36,no
2,38,no
2,39,no
2,40,no
2,41,no
2,42,no
2,43,no
2,44,no
2,45,no
2,47,no
2,48,no
2,50,no
14,7,yes
14,8,yes
14,13,yes
14,24,yes
14,34,yes
14,42,yes
14,43,yes
14,44,yes
14,48,yes
14,49,yes
14,17,maybe
14,19,maybe
14,25,maybe
14,47,maybe
14,0,no
14,1,no
14,2,no
14,4,no
14,5,no
14,9,no
14,10,no
14,11,no
14,12,no
14,14,no
14,15,no
14,18,no
14,20,no
14,21,no
14,22,no
14,23,no
14,26,no
14,27,no
14,28,no
14,29,no
14,30,no
14,36,no
14,38,no
14,39,no
14,40,no
14,41,no
14,45,no
14,46,no
14,50,no
14,51,no
