Reviewer id,Submission number,Bid
30,147,no
30,148,no
30,149,no
30,150,no
30,151,no
30,153,no
30,154,no
30,155,no
30,156,no
30,157,no
30,158,no
30,159,no
30,160,no
30,161,no
30,162,no
30,163,no
30,164,no
30,166,no
30,167,no
30,168,no
30,169,no
30,170,no
30,171,no
30,172,no
30,173,no
30,174,no
30,175,no
122,9,yes
122,19,yes
122,0,no
122,1,no
122,2,no
122,3,no
122,4,no
122,5,no
122,6,no
122,7,no
122,8,no
122,10,no
122,11,no
122,12,no
122,13,no
122,14,no
122,15,no
122,16,no
122,17,no
122,18,no
122,20,no
122,21,no
122,22,no
122,23,no
122,24,no
122,25,no
122,26,no
122,27,no
122,28,no
122,29,no
122,30,no
122,31,no
122,32,no
122,33,no
122,34,no
122,35,no
122,36,no
122,37,no
122,38,no
122,39,no
122,40,no
122,41,no
122,42,no
122,43,no
122,44,no
122,45,no
122,46,no
122,47,no
122,48,no
122,49,no
122,50,no
122,51,no
122,52,no
122,53,no
122,54,no
122,55,no
122,56,no
122,57,no
122,58,no
122,59,no
122,60,no
122,61,no
122,62,no
122,63,no
122,64,no
122,65,no
122,66,no
122,67,no
122,68,no
122,69,no
122,70,no
122,71,no
122,72,no
122,73,no
122,74,no
122,75,no
122,76,no
122,77,no
122,78,no
122,79,no
122,80,no
122,81,no
122,82,no
122,83,no
122,84,no
122,85,no
122,86,no
122,87,no
122,88,no
122,89,no
122,90,no
122,91,no
122,92,no
122,93,no
122,94,no
122,95,no
122,96,no
122,97,no
122,98,no
122,99,no
122,100,no
122,101,no
122,102,no
122,103,no
122,104,no
122,105,no
122,106,no
122,107,no
122,108,no
122,109,no
122,110,no
122,111,no
122,112,no
122,113,no
122,114,no
122,115,no
122,116,no
122,117,no
122,118,no
122,119,no
122,120,no
122,121,no
122,122,no
122,123,no
122,124,no
122,125,no
122,126,no
122,127,no
122,128,no
122,129,no
122,130,no
122,131,no
122,132,no
122,133,no
122,134,no
122,135,no
122,136,no
122,137,no
122,138,no
122,139,no
122,140,no
122,141,no
122,142,no
122,143,no
122,144,no
122,145,no
122,146,no
122,147,no
122,148,no
122,149,no
122,150,no
122,151,no
122,152,no
122,153,no
122,154,no
122,155,no
122,156,no
122,157,no
122,158,no
122,159,no
122,160,no
122,161,no
122,162,no
122,163,no
122,164,no
122,165,no
122,166,no
122,167,no
122,168,no
122,169,no
122,170,no
122,171,no
122,172,no
122,173,no
122,174,no
122,175,no
143,13,yes
143,29,yes
143,46,yes
143,57,yes
143,64,yes
143,86,yes
143,91,yes
143,98,yes
143,104,yes
143,132,yes
143,161,yes
143,173,yes
143,0,no
143,1,no
143,2,no
143,3,no
143,4,no
143,5,no
143,6,no
143,7,no
143,8,no
143,9,no
143,10,no
143,11,no
143,12,no
143,14,no
143,15,no
143,16,no
143,17,no
143,18,no
143,19,no
143,20,no
143,21,no
143,22,no
143,23,no
143,24,no
143,25,no
143,26,no
143,27,no
143,28,no
143,30,no
143,31,no
143,32,no
143,33,no
143,34,no
143,35,no
143,36,no
143,37,no
143,38,no
143,39,no
143,40,no
143,41,no
143,42,no
143,43,no
143,44,no
143,45,no
143,47,no
143,48,no
143,49,no
143,50,no
143,51,no
143,52,no
143,53,no
143,54,no
143,55,no
143,56,no
143,58,no
143,59,no
143,60,no
143,61,no
143,62,no
143,63,no
143,65,no
143,66,no
143,67,no
143,68,no
143,69,no
143,70,no
143,71,no
143,72,no
143,73,no
143,74,no
143,75,no
143,76,no
143,77,no
143,78,no
143,79,no
143,80,no
143,81,no
143,82,no
143,83,no
143,84,no
143,85,no
143,87,no
143,88,no
143,89,no
143,90,no
143,92,no
143,93,no
143,94,no
143,95,no
143,96,no
143,97,no
143,99,no
143,100,no
143,101,no
143,102,no
143,103,no
143,105,no
143,106,no
143,107,no
143,108,no
143,109,no
143,110,no
143,111,no
143,112,no
143,113,no
143,114,no
143,115,no
143,117,no
143,118,no
143,119,no
143,120,no
143,121,no
143,122,no
143,123,no
143,124,no
143,126,no
143,127,no
143,128,no
143,129,no
143,130,no
143,131,no
143,133,no
143,134,no
143,135,no
143,136,no
143,137,no
143,138,no
143,139,no
143,140,no
143,141,no
143,142,no
143,143,no
143,144,no
143,145,no
143,146,no
143,147,no
143,148,no
143,149,no
143,150,no
143,151,no
143,152,no
143,153,no
143,154,no
143,155,no
143,156,no
143,157,no
143,158,no
143,159,no
143,160,no
143,163,no
143,164,no
143,165,no
143,166,no
143,167,no
143,168,no
143,169,no
143,170,no
143,171,no
143,172,no
143,174,no
143,175,no
7,5,yes
7,7,yes
7,9,yes
7,13,yes
7,22,yes
7,29,yes
7,46,yes
7,51,yes
7,52,yes
7,60,yes
7,91,yes
7,150,yes
7,0,no
7,1,no
7,2,no
7,3,no
7,4,no
7,6,no
7,8,no
7,10,no
7,11,no
7,12,no
7,14,no
7,15,no
7,16,no
7,17,no
7,18,no
7,19,no
7,20,no
7,21,no
7,23,no
7,24,no
7,25,no
7,26,no
7,27,no
7,28,no
7,30,no
7,31,no
7,32,no
7,33,no
7,34,no
7,35,no
7,36,no
7,37,no
7,38,no
7,39,no
7,40,no
7,41,no
7,42,no
7,43,no
7,44,no
7,45,no
7,47,no
7,48,no
7,49,no
7,50,no
7,53,no
7,54,no
7,55,no
7,56,no
7,57,no
7,58,no
7,59,no
7,61,no
7,62,no
7,63,no
7,64,no
7,65,no
7,66,no
7,67,no
7,68,no
7,69,no
7,70,no
7,71,no
7,72,no
7,73,no
7,74,no
7,75,no
7,76,no
7,77,no
7,78,no
7,79,no
7,80,no
7,81,no
7,82,no
7,83,no
7,84,no
7,85,no
7,86,no
7,87,no
7,88,no
7,89,no
7,90,no
7,92,no
7,93,no
7,94,no
7,95,no
7,96,no
7,97,no
7,98,no
7,99,no
7,100,no
7,101,no
7,102,no
7,103,no
7,104,no
7,105,no
7,106,no
7,107,no
7,108,no
7,109,no
7,110,no
7,111,no
7,112,no
7,113,no
7,114,no
7,115,no
7,116,no
7,117,no
7,118,no
7,119,no
7,120,no
7,121,no
7,122,no
7,123,no
7,124,no
7,125,no
7,126,no
7,127,no
7,128,no
7,129,no
7,130,no
7,131,no
7,132,no
7,133,no
7,134,no
7,135,no
7,136,no
7,137,no
7,138,no
7,139,no
7,140,no
7,141,no
7,142,no
7,143,no
7,144,no
7,145,no
7,146,no
7,147,no
7,148,no
7,149,no
7,151,no
7,152,no
7,153,no
7,154,no
7,155,no
7,156,no
7,157,no
7,158,no
7,159,no
7,160,no
7,161,no
7,162,no
7,163,no
7,164,no
7,165,no
7,166,no
7,167,no
7,168,no
7,169,no
7,170,no
7,171,no
7,172,no
7,173,no
7,174,no
7,175,no
23,13,yes
23,18,yes
23,96,yes
23,99,yes
23,104,maybe
23,0,no
23,1,no
23,2,no
23,3,no
23,4,no
23,5,no
23,6,no
23,7,no
23,8,no
23,9,no
23,10,no
23,11,no
23,12,no
23,14,no
23,15,no
23,16,no
23,17,no
23,19,no
23,20,no
23,21,no
23,22,no
23,23,no
23,24,no
23,25,no
23,26,no
23,27,no
23,28,no
23,29,no
23,30,no
23,31,no
23,32,no
23,33,no
23,34,no
23,35,no
23,36,no
23,37,no
23,38,no
23,39,no
23,40,no
23,41,no
23,42,no
23,43,no
23,44,no
23,45,no
23,46,no
23,47,no
23,48,no
23,49,no
23,50,no
23,51,no
23,52,no
23,53,no
23,54,no
23,55,no
23,56,no
23,57,no
23,58,no
23,59,no
23,60,no
23,61,no
23,62,no
23,63,no
23,64,no
23,65,no
23,66,no
23,67,no
23,68,no
23,69,no
23,70,no
23,71,no
23,72,no
23,73,no
23,74,no
23,75,no
23,76,no
23,77,no
23,78,no
23,79,no
23,80,no
23,81,no
23,82,no
23,83,no
23,84,no
23,85,no
23,86,no
23,87,no
23,88,no
23,89,no
23,90,no
23,91,no
23,92,no
23,93,no
23,94,no
23,95,no
23,97,no
23,98,no
23,100,no
23,101,no
23,102,no
23,103,no
23,105,no
23,106,no
23,107,no
23,108,no
23,109,no
23,110,no
23,111,no
23,112,no
23,113,no
23,114,no
23,115,no
23,116,no
23,117,no
23,118,no
23,119,no
23,120,no
23,121,no
23,122,no
23,123,no
23,124,no
23,125,no
23,126,no
23,127,no
23,128,no
23,129,no
23,130,no
23,131,no
23,132,no
23,133,no
23,134,no
23,135,no
23,136,no
23,137,no
23,138,no
23,139,no
23,140,no
23,141,no
23,142,no
23,143,no
23,144,no
23,145,no
23,146,no
23,147,no
23,148,no
23,149,no
23,150,no
23,151,no
23,152,no
23,153,no
23,154,no
23,155,no
23,156,no
23,157,no
23,158,no
23,159,no
23,160,no
23,161,no
23,162,no
23,163,no
23,164,no
23,165,no
23,166,no
23,167,no
23,168,no
23,169,no
23,170,no
23,171,no
23,172,no
23,173,no
23,174,no
23,175,no
55,28,yes
55,53,yes
55,58,yes
55,85,yes
55,0,maybe
55,9,maybe
55,14,maybe
55,18,maybe
55,41,maybe
55,61,maybe
55,68,maybe
55,70,maybe
55,104,maybe
55,127,maybe
55,158,maybe
55,1,no
55,2,no
55,3,no
55,4,no
55,5,no
55,6,no
55,7,no
55,8,no
55,10,no
55,11,no
55,12,no
55,13,no
55,15,no
55,16,no
55,17,no
55,19,no
55,20,no
55,21,no
55,22,no
55,23,no
55,24,no
55,25,no
55,26,no
55,27,no
55,29,no
55,30,no
55,31,no
55,32,no
55,33,no
55,34,no
55,35,no
55,36,no
55,37,no
55,38,no
55,39,no
55,40,no
55,42,no
55,43,no
55,44,no
55,45,no
55,46,no
55,47,no
55,48,no
55,49,no
55,51,no
55,52,no
55,54,no
55,55,no
55,56,no
55,57,no
55,59,no
55,60,no
55,62,no
55,63,no
55,64,no
55,65,no
55,66,no
55,67,no
55,69,no
55,71,no
55,72,no
55,73,no
55,74,no
55,75,no
55,76,no
55,77,no
55,78,no
55,79,no
55,80,no
55,81,no
55,82,no
55,83,no
55,84,no
55,86,no
55,87,no
55,88,no
55,89,no
55,90,no
55,91,no
55,92,no
55,93,no
55,94,no
55,95,no
55,96,no
55,97,no
55,98,no
55,99,no
55,100,no
55,101,no
55,102,no
55,103,no
55,105,no
55,106,no
55,107,no
55,108,no
55,109,no
55,110,no
55,111,no
55,112,no
55,113,no
55,114,no
55,115,no
55,116,no
55,117,no
55,118,no
55,119,no
55,120,no
55,121,no
55,122,no
55,123,no
55,124,no
55,125,no
55,126,no
55,128,no
55,129,no
55,130,no
55,131,no
55,132,no
55,133,no
55,134,no
55,135,no
55,136,no
55,137,no
55,138,no
55,139,no
55,140,no
55,141,no
55,142,no
55,143,no
55,144,no
55,145,no
55,146,no
55,147,no
55,148,no
55,149,no
55,150,no
55,151,no
55,152,no
55,153,no
55,154,no
55,155,no
55,156,no
55,157,no
55,159,no
55,160,no
55,161,no
55,162,no
55,163,no
55,164,no
55,165,no
55,166,no
55,167,no
55,168,no
55,169,no
55,170,no
55,171,no
55,172,no
55,173,no
55,174,no
55,175,no
57,34,yes
57,27,maybe
57,0,no
57,1,no
57,2,no
57,3,no
57,4,no
57,5,no
57,6,no
57,7,no
57,8,no
57,9,no
57,11,no
57,12,no
57,13,no
57,14,no
57,15,no
57,16,no
57,17,no
57,18,no
57,19,no
57,20,no
57,21,no
57,22,no
57,23,no
57,24,no
57,25,no
57,26,no
57,28,no
57,29,no
57,30,no
57,31,no
57,32,no
57,33,no
57,35,no
57,36,no
57,37,no
57,38,no
57,39,no
57,40,no
57,41,no
57,42,no
57,43,no
57,44,no
57,45,no
57,46,no
57,47,no
57,48,no
57,49,no
57,50,no
57,51,no
57,52,no
57,53,no
57,54,no
57,55,no
57,56,no
57,57,no
57,58,no
57,59,no
57,60,no
57,61,no
57,62,no
57,63,no
57,64,no
57,65,no
57,66,no
57,67,no
57,68,no
57,69,no
57,70,no
57,71,no
57,72,no
57,73,no
57,74,no
57,75,no
57,76,no
57,77,no
57,78,no
57,79,no
57,80,no
57,81,no
57,82,no
57,83,no
57,84,no
57,85,no
57,86,no
57,87,no
57,88,no
57,89,no
57,90,no
57,91,no
57,92,no
57,93,no
57,94,no
57,95,no
57,96,no
57,97,no
57,98,no
57,99,no
57,100,no
57,101,no
57,102,no
57,103,no
57,104,no
57,105,no
57,106,no
57,107,no
57,108,no
57,109,no
57,110,no
57,111,no
57,112,no
57,113,no
57,114,no
57,115,no
57,116,no
57,117,no
57,118,no
57,119,no
57,120,no
57,121,no
57,122,no
57,123,no
57,124,no
57,125,no
57,126,no
57,127,no
57,128,no
57,129,no
57,130,no
57,131,no
57,132,no
57,133,no
57,134,no
57,135,no
57,136,no
57,137,no
57,138,no
57,139,no
57,140,no
57,141,no
57,142,no
57,143,no
57,144,no
57,145,no
57,146,no
57,147,no
57,148,no
57,149,no
57,150,no
57,151,no
57,152,no
57,153,no
57,154,no
57,155,no
57,156,no
57,157,no
57,158,no
57,159,no
57,160,no
57,161,no
57,162,no
57,163,no
57,164,no
57,165,no
57,166,no
57,167,no
57,168,no
57,169,no
57,170,no
57,171,no
57,172,no
57,173,no
57,174,no
57,175,no
49,17,yes
49,27,yes
49,33,yes
49,38,yes
49,75,yes
49,85,yes
49,87,yes
49,96,yes
49,125,yes
49,142,yes
49,144,yes
49,0,no
49,1,no
49,2,no
49,3,no
49,4,no
49,5,no
49,6,no
49,7,no
49,8,no
49,9,no
49,10,no
49,11,no
49,12,no
49,13,no
49,14,no
49,15,no
49,16,no
49,18,no
49,19,no
49,20,no
49,21,no
49,22,no
49,23,no
49,24,no
49,25,no
49,26,no
49,28,no
49,29,no
49,30,no
49,31,no
49,32,no
49,34,no
49,35,no
49,36,no
49,37,no
49,39,no
49,40,no
49,41,no
49,42,no
49,43,no
49,44,no
49,45,no
49,46,no
49,47,no
49,48,no
49,49,no
49,50,no
49,51,no
49,52,no
49,53,no
49,54,no
49,55,no
49,56,no
49,57,no
49,58,no
49,59,no
49,60,no
49,61,no
49,62,no
49,63,no
49,64,no
49,65,no
49,66,no
49,67,no
49,68,no
49,69,no
49,70,no
49,71,no
49,72,no
49,73,no
49,74,no
49,76,no
49,77,no
49,78,no
49,79,no
49,80,no
49,81,no
49,82,no
49,83,no
49,84,no
49,86,no
49,88,no
49,89,no
49,90,no
49,91,no
49,92,no
49,94,no
49,95,no
49,97,no
49,98,no
49,99,no
49,100,no
49,101,no
49,102,no
49,103,no
49,104,no
49,105,no
49,106,no
49,107,no
49,108,no
49,109,no
49,111,no
49,112,no
49,113,no
49,114,no
49,115,no
49,116,no
49,117,no
49,118,no
49,119,no
49,120,no
49,121,no
49,123,no
49,124,no
49,126,no
49,127,no
49,128,no
49,129,no
49,130,no
49,131,no
49,132,no
49,133,no
49,134,no
49,135,no
49,136,no
49,137,no
49,138,no
49,139,no
49,140,no
49,141,no
49,143,no
49,145,no
49,146,no
49,147,no
49,148,no
49,149,no
49,150,no
49,151,no
49,152,no
49,153,no
49,154,no
49,155,no
49,156,no
49,157,no
49,158,no
49,159,no
49,160,no
49,161,no
49,162,no
49,163,no
49,164,no
49,165,no
49,166,no
49,167,no
49,168,no
49,169,no
49,170,no
49,171,no
49,172,no
49,173,no
49,174,no
21,61,yes
21,82,yes
21,135,yes
21,138,yes
21,56,maybe
21,96,maybe
21,153,maybe
21,0,no
21,1,no
21,2,no
21,3,no
21,4,no
21,5,no
21,6,no
21,7,no
21,8,no
21,9,no
21,10,no
21,11,no
21,12,no
21,13,no
21,14,no
21,15,no
21,16,no
21,17,no
21,18,no
21,19,no
21,20,no
21,21,no
21,22,no
21,23,no
21,24,no
21,25,no
21,26,no
21,27,no
21,28,no
21,29,no
21,31,no
21,32,no
21,33,no
21,34,no
21,35,no
21,36,no
21,37,no
21,38,no
21,39,no
21,40,no
21,41,no
21,42,no
21,43,no
21,44,no
21,45,no
21,46,no
21,47,no
21,48,no
21,49,no
21,50,no
21,51,no
21,52,no
21,53,no
21,54,no
21,55,no
21,57,no
21,58,no
21,59,no
21,60,no
21,62,no
21,63,no
21,64,no
21,65,no
21,66,no
21,67,no
21,68,no
21,69,no
21,70,no
21,72,no
21,73,no
21,74,no
21,75,no
21,76,no
21,77,no
21,78,no
21,79,no
21,80,no
21,81,no
21,83,no
21,84,no
21,85,no
21,86,no
21,87,no
21,88,no
21,89,no
21,90,no
21,91,no
21,92,no
21,93,no
21,94,no
21,95,no
21,97,no
21,98,no
21,99,no
21,100,no
21,101,no
21,102,no
21,103,no
21,104,no
21,105,no
21,106,no
21,107,no
21,108,no
21,109,no
21,110,no
21,112,no
21,113,no
21,114,no
21,115,no
21,116,no
21,117,no
21,118,no
21,119,no
21,120,no
21,121,no
21,122,no
21,123,no
21,124,no
21,125,no
21,126,no
21,127,no
21,128,no
21,129,no
21,130,no
21,131,no
21,132,no
21,133,no
21,134,no
21,136,no
21,137,no
21,139,no
21,140,no
21,141,no
21,142,no
21,143,no
21,144,no
21,145,no
21,146,no
21,147,no
21,148,no
21,149,no
21,150,no
21,151,no
21,152,no
21,154,no
21,155,no
21,156,no
21,157,no
21,158,no
21,159,no
21,160,no
21,161,no
21,162,no
21,163,no
21,164,no
21,165,no
21,166,no
21,167,no
21,168,no
21,169,no
21,170,no
21,171,no
21,172,no
21,173,no
21,174,no
21,175,no
54,18,yes
54,75,yes
54,78,yes
54,89,yes
54,102,yes
54,117,yes
54,0,no
54,1,no
54,2,no
54,3,no
54,4,no
54,5,no
54,6,no
54,7,no
54,8,no
54,9,no
54,10,no
54,11,no
54,12,no
54,13,no
54,14,no
54,15,no
54,16,no
54,17,no
54,19,no
54,20,no
54,21,no
54,22,no
